2026-08-05 16:50:08 | WARNING  | DEVICE | Dispositivo não encontrado. Criando novo registro (uuid=3a79cecb-5a10-4920-9fa7-8a050c92399a)
2026-08-05 22:02:56 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-05 22:02:56 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-05 22:02:56 | DEBUG    | SENSOR_WORKER | Runner iniciado: sensor_id=3
2026-08-05 22:02:56 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=1/5
2026-08-05 22:02:57 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=2/5
2026-08-05 22:02:58 | ERROR    | SENSOR_WORKER | Leitura descartada: sensor_id=3 temperatura=-127.0 fora dos limites físicos (-40.0-80.0)
2026-08-05 22:02:58 | DEBUG    | API_CLIENT | Enviando erro do sensor (sensor_id=3)
2026-08-05 22:02:58 | WARNING  | API_CLIENT | Erro do sensor reportado (sensor_id=3)
2026-08-05 22:03:01 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=4/5
2026-08-05 22:03:05 | DEBUG    | SENSOR_WORKER | Leitura obtida: sensor_id=3 temperatura=24.3 tentativa=5/5
2026-08-05 22:03:05 | DEBUG    | SENSOR_WORKER | Leitura final: sensor_id=3 temperatura=24.3
2026-08-05 22:10:55 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-05 22:10:55 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-05 22:10:55 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-05 22:10:55 | DEBUG    | SENSOR_WORKER | Runner iniciado: sensor_id=3
2026-08-05 22:10:56 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=1/5
2026-08-05 22:10:57 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=2/5
2026-08-05 22:10:58 | ERROR    | SENSOR_WORKER | Erro na leitura do sensor: sensor_id=3
2026-08-05 22:10:58 | DEBUG    | API_CLIENT | Enviando erro do sensor (sensor_id=3)
2026-08-05 22:10:58 | WARNING  | API_CLIENT | Erro do sensor reportado (sensor_id=3)
2026-08-05 22:11:00 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=4/5
2026-08-05 22:11:05 | DEBUG    | SENSOR_WORKER | Leitura obtida: sensor_id=3 temperatura=24.3 tentativa=5/5
2026-08-05 22:11:05 | DEBUG    | SENSOR_WORKER | Leitura final: sensor_id=3 temperatura=24.3
2026-08-06 16:07:27 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:07:27 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:07:27 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:07:28 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:07:28 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:07:28 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:07:28 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:07:28 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:07:28 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:07:28 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:07:28 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:07:28 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:08:58 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:08:59 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:08:59 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:08:59 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:08:59 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:08:59 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:08:59 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:08:59 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:08:59 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:08:59 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:08:59 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:08:59 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:12:12 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:12:12 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:12:12 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:12:13 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:12:13 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:12:13 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:12:13 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:12:13 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:12:13 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:12:13 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:12:14 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:12:14 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:12:14 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/1/MOCK
2026-08-06 16:12:14 | DEBUG    | MQTT | Publicando em plant_monitor/1/MOCK (110 bytes)
2026-08-06 16:12:14 | DEBUG    | PUBLISHER | Publicado em plant_monitor/1/MOCK (110 bytes)
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:14 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:12:15 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/3/TEMPERATURA
2026-08-06 16:12:15 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:12:15 | DEBUG    | PUBLISHER | Publicado em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:14:46 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:14:46 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:14:46 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:14:47 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:14:47 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:14:47 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:14:47 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:14:47 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:14:47 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:14:47 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:14:48 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:14:48 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:14:48 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:14:48 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/1/MOCK
2026-08-06 16:14:48 | DEBUG    | MQTT | Publicando em plant_monitor/1/MOCK (110 bytes)
2026-08-06 16:14:48 | DEBUG    | PUBLISHER | Publicado em plant_monitor/1/MOCK (110 bytes)
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:14:48 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:14:48 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/3/TEMPERATURA
2026-08-06 16:14:48 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:14:48 | DEBUG    | PUBLISHER | Publicado em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:16:57 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:16:57 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:16:57 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:16:58 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:16:58 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:16:58 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:16:58 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:16:58 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:16:58 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:16:58 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:16:58 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:16:59 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:16:59 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:16:59 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:16:59 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:17:10 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:17:10 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:17:10 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:17:10 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:17:10 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:17:11 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:17:11 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:17:11 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:17:11 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:17:11 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:17:11 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:17:11 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:17:11 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:17:11 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:17:11 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:19:22 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:19:22 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:19:22 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:19:22 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:19:22 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:19:23 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:19:23 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-08-06 16:19:23 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-08-06 16:19:23 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-08-06 16:19:23 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:19:23 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:19:23 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:19:23 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:19:23 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:19:23 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:19:23 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:19:23 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:19:23 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:19:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:19:24 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:19:24 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:19:24 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/1/UMIDADE_SOLO
2026-08-06 16:19:24 | DEBUG    | MQTT | Publicando em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:19:24 | DEBUG    | PUBLISHER | Publicado em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:19:24 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/3/TEMPERATURA
2026-08-06 16:19:24 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:19:24 | DEBUG    | PUBLISHER | Publicado em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:22:10 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:22:11 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:22:11 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:22:11 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:22:11 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:22:11 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:22:11 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:22:12 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:22:12 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:22:12 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:22:12 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:22:12 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:22:12 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:22:12 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:22:12 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:22:12 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:22:12 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:22:12 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:22:13 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:22:13 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-08-06 16:22:13 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:22:13 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:22:13 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/1/UMIDADE_SOLO
2026-08-06 16:22:13 | DEBUG    | MQTT | Publicando em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:22:13 | DEBUG    | PUBLISHER | Publicado em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:22:13 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/3/TEMPERATURA
2026-08-06 16:22:13 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:22:13 | DEBUG    | PUBLISHER | Publicado em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:24:23 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:24:23 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:24:23 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:24:23 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:24:23 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:24:24 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:24:24 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:24:24 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:24:24 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:24:25 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:24:25 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:24:25 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:24:25 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:24:25 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=1 umidade=38.5
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:24:25 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:24:25 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/1/UMIDADE_SOLO
2026-08-06 16:24:25 | DEBUG    | MQTT | Publicando em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:24:25 | DEBUG    | PUBLISHER | Publicado em plant_monitor/1/UMIDADE_SOLO (118 bytes)
2026-08-06 16:24:25 | DEBUG    | PUBLISHER | Publishing topic plant_monitor/3/TEMPERATURA
2026-08-06 16:24:25 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:24:25 | DEBUG    | PUBLISHER | Publicado em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:24:44 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:24:45 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:24:45 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:24:45 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:24:45 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:24:45 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:24:45 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:24:46 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:24:46 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:24:46 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:24:46 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:24:46 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:24:46 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:24:46 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:24:46 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:24:46 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:24:46 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:24:46 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:24:46 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:24:47 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=1 umidade=38.5
2026-08-06 16:24:47 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:24:47 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:24:47 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:26:46 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:26:46 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:26:46 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:26:46 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:26:46 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:26:47 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:26:47 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:26:47 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:26:48 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:26:48 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:26:48 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:26:48 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:26:48 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:26:48 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=1 umidade=38.5
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:26:48 | DEBUG    | SENSOR_WORKER | 5 Leituras do sensor_id=3 acumuladas, iniciando o envio para nuvem...
2026-08-06 16:26:48 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:28:23 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:28:23 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:28:23 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:28:23 | INFO     | MQTT | Inicializando conexão com broker MQTT
